cylinders,displacement,drive,gas,make,model,transmission,city,highway,type,year
4,2,Rear-Wheel Drive,Premium,BMW,230i Coupe,Automatic,31.4402,45.9272,Subcompact,2020
4,2,Rear-Wheel Drive,Premium,BMW,230i Coupe,Automatic,26.6908,46.5078,Subcompact,2020
4,2,All-Wheel Drive,Premium,BMW,230i xDrive Coupe,Automatic,26.5245,43.9223,Subcompact,2020
4,2,Rear-Wheel Drive,Premium,BMW,230i Convertible,Automatic,29.6733,49.5795,Subcompact,2020
4,2,All-Wheel Drive,Premium,BMW,230i xDrive Convertible,Automatic,26.5245,43.9223,Subcompact,2020
6,3,Rear-Wheel Drive,Premium,BMW,M240i Coupe M Performance,Automatic,28.1716,42.5641,Subcompact,2020
6,3,Rear-Wheel Drive,Premium,BMW,M240i Coupe M Performance,Automatic,23.3119,38.5195,Subcompact,2020
6,3,All-Wheel Drive,Premium,BMW,M240i xDrive Coupe M Performance,Automatic,27.6511,43.183,Subcompact,2020
6,3,Rear-Wheel Drive,Premium,BMW,M240i Coupe,Automatic,28.1716,42.5641,Subcompact,2020
6,3,Rear-Wheel Drive,Premium,BMW,M240i Coupe,Automatic,23.3119,38.5195,Subcompact,2020
6,3,All-Wheel Drive,Premium,BMW,M240i xDrive Coupe,Automatic,27.6511,43.183,Subcompact,2020
6,3,Rear-Wheel Drive,Premium,BMW,M240i Convertible,Automatic,28.1716,42.5641,Subcompact,2020
6,3,Rear-Wheel Drive,Premium,BMW,M240i Convertible,Automatic,23.3119,38.5195,Subcompact,2020
6,3,All-Wheel Drive,Premium,BMW,M240i xDrive Convertible,Automatic,27.6511,43.183,Subcompact,2020
6,3,Rear-Wheel Drive,Premium,BMW,M2 Competition Coupe,Automatic,21.9429,34.6144,Subcompact,2020
6,3,Rear-Wheel Drive,Premium,BMW,M2 Competition Coupe,Automatic,20.5456,31.6463,Subcompact,2020
4,2,Rear-Wheel Drive,Premium,BMW,430i Convertible,Automatic,29.6733,49.5795,Subcompact,2020
4,2,All-Wheel Drive,Premium,BMW,430i xDrive Convertible,Automatic,28.1541,46.4226,Subcompact,2020
6,3,Rear-Wheel Drive,Premium,BMW,440i Convertible,Automatic,27.4401,41.9643,Subcompact,2020
6,3,All-Wheel Drive,Premium,BMW,440i xDrive Convertible,Automatic,24.6213,39.2862,Subcompact,2020
6,3,Rear-Wheel Drive,Premium,BMW,M4 Convertible,Automatic,21.1878,35.0359,Subcompact,2020
6,3,Rear-Wheel Drive,Premium,BMW,M4 Convertible,Automatic,20.1444,31.1733,Subcompact,2020
6,3,Rear-Wheel Drive,Premium,BMW,M4 Convertible Competition,Automatic,21.1878,35.0359,Subcompact,2020
6,3,Rear-Wheel Drive,Premium,BMW,M4 Convertible Competition,Automatic,20.1444,31.1733,Subcompact,2020
6,3,Rear-Wheel Drive,Premium,BMW,840i Coupe,Automatic,29.1,42.7,Subcompact,2020
6,3,All-Wheel Drive,Premium,BMW,840i xDrive Coupe,Automatic,26.4,38.2,Subcompact,2020
6,3,Rear-Wheel Drive,Premium,BMW,840i Convertible,Automatic,27.6158,41.4033,Subcompact,2020
6,3,All-Wheel Drive,Premium,BMW,840i xDrive Convertible,Automatic,25.6903,37.5,Subcompact,2020
8,4.4,All-Wheel Drive,Premium,BMW,M850i xDrive Coupe,Automatic,21.8908,35.7629,Subcompact,2020
8,4.4,All-Wheel Drive,Premium,BMW,M850i xDrive Convertible,Automatic,20.9662,34.4201,Subcompact,2020
6,3,4-Wheel Drive,Premium,Mercedes-Benz,AMG E53 4matic Plus Coupe,Automatic,26.3,39.2,Subcompact,2020
6,3,4-Wheel Drive,Premium,Mercedes-Benz,AMG E53 4matic Plus Convertible,Automatic,25.7,36.8,Subcompact,2020
6,3,Rear-Wheel Drive,Premium,Mercedes-Benz,E450 Coupe,Automatic,25.1,40.1,Subcompact,2020
6,3,4-Wheel Drive,Premium,Mercedes-Benz,E450 4matic Coupe,Automatic,23.9,37.3,Subcompact,2020
6,3,Rear-Wheel Drive,Premium,Mercedes-Benz,E450 Convertible,Automatic,25.1,38.9,Subcompact,2020
6,3,4-Wheel Drive,Premium,Mercedes-Benz,E450 4matic Convertible,Automatic,24.1,37.1,Subcompact,2020
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,C300 Coupe,Automatic,27.7,44.6,Subcompact,2020
4,2,4-Wheel Drive,Premium,Mercedes-Benz,C300 4matic Coupe,Automatic,27.1477,43.6495,Subcompact,2020
4,2,4-Wheel Drive,Premium,Mercedes-Benz,C300 4matic Convertible,Automatic,26.1996,41.5485,Subcompact,2020
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,C300 Convertible,Automatic,26.5996,40.9485,Subcompact,2020
4,2,All-Wheel Drive,Regular,Audi,A3 quattro,Automatic,27.4725,42.5,Subcompact,2020
4,2,All-Wheel Drive,Regular,Audi,A3 Cabriolet quattro,Automatic,27.4725,42.5,Subcompact,2020
4,2,All-Wheel Drive,Regular,Audi,TT Coupe quattro,Automatic,28.3069,42.4085,Subcompact,2020
4,2,All-Wheel Drive,Premium,Audi,S3,Automatic,27,40.9,Subcompact,2020
4,2,All-Wheel Drive,Premium,Audi,TTS Coupe,Automatic,28.5,39.8,Subcompact,2020
8,4.4,All-Wheel Drive,Premium,BMW,M8 Coupe,Automatic,18.0796,29.7957,Subcompact,2020
8,4.4,All-Wheel Drive,Premium,BMW,M8 Competition Coupe,Automatic,18.0796,29.7957,Subcompact,2020
8,4.4,All-Wheel Drive,Premium,BMW,M8 Convertible,Automatic,18.0796,29.7957,Subcompact,2020
8,4.4,All-Wheel Drive,Premium,BMW,M8 Competition Convertible,Automatic,18.0796,29.7957,Subcompact,2020
4,2,Front-Wheel Drive,Regular,Audi,A3,Automatic,32.9,50.3,Subcompact,2020
4,2,4-Wheel Drive,Premium,Mercedes-Benz,A220 4matic,Automatic,30.8,48.7,Subcompact,2020
4,2,Front-Wheel Drive,Premium,Mercedes-Benz,A220,Automatic,31.5,51.4,Subcompact,2020
8,4,Rear-Wheel Drive,Premium,Mercedes-Benz,S560 Convertible,Automatic,21.3,36.6,Subcompact,2020
8,4,4-Wheel Drive,Premium,Mercedes-Benz,AMG S63 4matic Plus Convertible,Automatic,18.4,33.8,Subcompact,2020
6,3,All-Wheel Drive,Premium,Audi,S5,Automatic,25.2451,37.656,Subcompact,2020
6,3,All-Wheel Drive,Premium,Audi,S5 Cabriolet,Automatic,24.4,36.6,Subcompact,2020
8,4,Rear-Wheel Drive,Premium,Mercedes-Benz,AMG C63 S Convertible,Automatic,21.2,34.3,Subcompact,2020
8,4,Rear-Wheel Drive,Premium,Mercedes-Benz,AMG C63 Convertible,Automatic,21.2,34.3,Subcompact,2020
8,4,Rear-Wheel Drive,Premium,Mercedes-Benz,AMG C63 S Coupe,Automatic,21.2,36.2,Subcompact,2020
8,4,Rear-Wheel Drive,Premium,Mercedes-Benz,AMG C63 Coupe,Automatic,21.2,36.2,Subcompact,2020
6,3,4-Wheel Drive,Premium,Mercedes-Benz,AMG C43 4matic Coupe,Automatic,23.6,38,Subcompact,2020
6,3,4-Wheel Drive,Premium,Mercedes-Benz,AMG C43 4matic Convertible,Automatic,23.2,35.8,Subcompact,2020
5,2.5,All-Wheel Drive,Premium,Audi,RS3,Automatic,23.8,37.9,Subcompact,2020
5,2.5,All-Wheel Drive,Premium,Audi,TT RS,Automatic,23.7,38.7,Subcompact,2020
4,2,All-Wheel Drive,Premium,Audi,A5 quattro,Automatic,29.851,45.7135,Subcompact,2020
4,2,All-Wheel Drive,Premium,Audi,A5 Cabriolet quattro,Automatic,29.7957,43.535,Subcompact,2020
4,2,4-Wheel Drive,Premium,Mercedes-Benz,AMG A35 4matic,Automatic,30.4,44.9,Subcompact,2020
0,0,Rear-Wheel Drive,Electricity,BMW,i3,Automatic,177.7,145.5,Subcompact,2020
0,0,Rear-Wheel Drive,Electricity,BMW,i3s,Automatic,177.7,145.5,Subcompact,2020
6,3,Rear-Wheel Drive,Premium,BMW,M2 CS Coupe,Automatic,21.2385,33.2675,Subcompact,2020
6,3,Rear-Wheel Drive,Premium,BMW,M2 CS Coupe,Automatic,20.4167,31.5099,Subcompact,2020
6,2.9,All-Wheel Drive,Premium,Audi,RS 5,Automatic,21.7,33.9,Subcompact,2021
4,2,All-Wheel Drive,Premium,BMW,230i xDrive Coupe,Automatic,26.3889,43.0301,Subcompact,2021
4,2,Rear-Wheel Drive,Premium,BMW,230i Coupe,Automatic,26.6908,46.5078,Subcompact,2021
6,3,Rear-Wheel Drive,Premium,BMW,M240i Coupe,Automatic,26.6566,42.4156,Subcompact,2021
6,3,Rear-Wheel Drive,Premium,BMW,M240i Coupe,Automatic,23.2446,37.8153,Subcompact,2021
6,3,All-Wheel Drive,Premium,BMW,M240i xDrive Coupe,Automatic,26.4954,42.9977,Subcompact,2021
6,3,Rear-Wheel Drive,Premium,BMW,M240i Convertible,Automatic,26.6566,42.4156,Subcompact,2021
6,3,Rear-Wheel Drive,Premium,BMW,M240i Convertible,Automatic,23.2446,37.8153,Subcompact,2021
6,3,All-Wheel Drive,Premium,BMW,M240i xDrive Convertible,Automatic,26.4954,42.9977,Subcompact,2021
6,3,Rear-Wheel Drive,Premium,BMW,M2 Competition Coupe,Automatic,21.9959,34.3,Subcompact,2021
4,2,Rear-Wheel Drive,Premium,BMW,230i Convertible,Automatic,29.8205,47.3584,Subcompact,2021
6,3,Rear-Wheel Drive,Premium,BMW,M2 Competition Coupe,Automatic,20.4458,31.4317,Subcompact,2021
6,3,Rear-Wheel Drive,Premium,BMW,840i Coupe,Automatic,29.1,42.7,Subcompact,2021
6,3,All-Wheel Drive,Premium,BMW,840i xDrive Coupe,Automatic,25.6963,38.0686,Subcompact,2021
6,3,All-Wheel Drive,Premium,BMW,840i xDrive Convertible,Automatic,25.6963,38.0686,Subcompact,2021
8,4.4,All-Wheel Drive,Premium,BMW,M8 Competition Convertible,Automatic,18.0845,29.6466,Subcompact,2021
6,3,All-Wheel Drive,Premium,Audi,S5,Automatic,25.8666,39.6776,Subcompact,2021
6,3,All-Wheel Drive,Premium,Audi,S5 Cabriolet,Automatic,25.3,37.4,Subcompact,2021
4,2,Rear-Wheel Drive,Premium,BMW,230i Coupe,Automatic,31.8497,46.4901,Subcompact,2021
6,3,Rear-Wheel Drive,Premium,BMW,840i Convertible,Automatic,27.9716,40.7749,Subcompact,2021
4,2,Rear-Wheel Drive,Premium,BMW,430i Coupe,Automatic,33.1909,50.0596,Subcompact,2021
4,2,All-Wheel Drive,Premium,BMW,430i xDrive Coupe,Automatic,30.1758,47.7749,Subcompact,2021
4,2,4-Wheel Drive,Premium,Mercedes-Benz,A220 4matic,Automatic,31.7,49.7,Subcompact,2021
4,2,Front-Wheel Drive,Premium,Mercedes-Benz,A220,Automatic,32.1,52.1,Subcompact,2021
6,3,All-Wheel Drive,Premium,BMW,M440i xDrive Coupe,Automatic,28.531,43.9383,Subcompact,2021
8,4.4,All-Wheel Drive,Premium,BMW,M850i xDrive Convertible,Automatic,20.8714,34.1672,Subcompact,2021
4,2,4-Wheel Drive,Premium,Mercedes-Benz,AMG A35 4matic,Automatic,28.1,41.1,Subcompact,2021
4,2,All-Wheel Drive,Premium,Audi,A5 quattro,Automatic,30.9018,44.183,Subcompact,2021
4,2,All-Wheel Drive,Premium,Audi,A5 Cabriolet quattro,Automatic,28.9,43.7,Subcompact,2021
4,2,All-Wheel Drive,Regular,Audi,TT Coupe quattro,Automatic,28.1148,42.1933,Subcompact,2021
5,2.5,All-Wheel Drive,Premium,Audi,TT RS,Automatic,24.4,39.8,Subcompact,2021
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,C300 Coupe,Automatic,30.2,47.1,Subcompact,2021
4,2,4-Wheel Drive,Premium,Mercedes-Benz,C300 4matic Coupe,Automatic,29.4,45.6,Subcompact,2021
4,2,4-Wheel Drive,Premium,Mercedes-Benz,C300 4matic Convertible,Automatic,27.7,42.6,Subcompact,2021
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,C300 Convertible,Automatic,28.9,43.8,Subcompact,2021
6,3,4-Wheel Drive,Premium,Mercedes-Benz,AMG E53 4matic Plus Coupe,Automatic,26.6,39.4,Subcompact,2021
6,3,Rear-Wheel Drive,Premium,Mercedes-Benz,E450 Coupe,Automatic,29.8,44.1,Subcompact,2021
6,3,4-Wheel Drive,Premium,Mercedes-Benz,E450 4matic Coupe,Automatic,29.1,42.4,Subcompact,2021
6,3,4-Wheel Drive,Premium,Mercedes-Benz,AMG E53 4matic Plus Convertible,Automatic,26.4,38,Subcompact,2021
6,3,Rear-Wheel Drive,Premium,Mercedes-Benz,E450 Convertible,Automatic,29,43,Subcompact,2021
6,3,4-Wheel Drive,Premium,Mercedes-Benz,E450 4matic Convertible,Automatic,29,41.8,Subcompact,2021
4,2,All-Wheel Drive,Premium,Audi,TTS Coupe,Automatic,28.5,39.8,Subcompact,2021
8,4,Rear-Wheel Drive,Premium,Mercedes-Benz,AMG C63 S Convertible,Automatic,21.1,34.5,Subcompact,2021
8,4,Rear-Wheel Drive,Premium,Mercedes-Benz,AMG C63 Convertible,Automatic,21.1,34.5,Subcompact,2021
8,4,Rear-Wheel Drive,Premium,Mercedes-Benz,AMG C63 S Coupe,Automatic,21.4,36.5,Subcompact,2021
8,4,Rear-Wheel Drive,Premium,Mercedes-Benz,AMG C63 Coupe,Automatic,21.4,36.5,Subcompact,2021
6,3,4-Wheel Drive,Premium,Mercedes-Benz,AMG C43 4matic Coupe,Automatic,23.7,37.9,Subcompact,2021
6,3,4-Wheel Drive,Premium,Mercedes-Benz,AMG C43 4matic Convertible,Automatic,24.1,38.2,Subcompact,2021
8,4,Rear-Wheel Drive,Premium,Mercedes-Benz,S560 Convertible,Automatic,20.2,36.8,Subcompact,2021
8,4,4-Wheel Drive,Premium,Mercedes-Benz,AMG S63 4matic Plus Convertible,Automatic,17.8,32.9,Subcompact,2021
6,3,Rear-Wheel Drive,Premium,BMW,M4 Coupe,Automatic,19.8955,32.4972,Subcompact,2021
6,3,Rear-Wheel Drive,Premium,BMW,M4 Competition Coupe,Automatic,20.182,32.0616,Subcompact,2021
4,2,All-Wheel Drive,Premium,BMW,230i xDrive Convertible,Automatic,26.3889,43.0301,Subcompact,2021
8,4.4,All-Wheel Drive,Premium,BMW,M850i xDrive Coupe,Automatic,21.7456,34.4951,Subcompact,2021
0,0,Rear-Wheel Drive,Electricity,BMW,i3s,Automatic,177.7,145.5,Subcompact,2021
8,4.4,All-Wheel Drive,Premium,BMW,M8 Convertible,Automatic,18.0845,29.6466,Subcompact,2021
8,4.4,All-Wheel Drive,Premium,BMW,M8 Competition Coupe,Automatic,17.907,29.3812,Subcompact,2022
8,4.4,All-Wheel Drive,Premium,BMW,M8 Competition Convertible,Automatic,17.907,29.3812,Subcompact,2022
8,4.4,All-Wheel Drive,Premium,BMW,M850i xDrive Coupe,Automatic,22.8,36.7,Subcompact,2022
8,4.4,All-Wheel Drive,Premium,BMW,M850i xDrive Convertible,Automatic,20.772,34.2264,Subcompact,2022
4,2,Rear-Wheel Drive,Premium,BMW,430i Convertible,Automatic,30.3817,47.0356,Subcompact,2021
6,3,Rear-Wheel Drive,Premium,BMW,M440i Convertible,Automatic,29.6907,44.1165,Subcompact,2021
0,0,Rear-Wheel Drive,Electricity,BMW,i3,Automatic,177.7,145.5,Subcompact,2021
6,3,Rear-Wheel Drive,Premium,BMW,840i Coupe,Automatic,29.1,42.7,Subcompact,2022
6,3,All-Wheel Drive,Premium,BMW,840i xDrive Coupe,Automatic,25.626,38.4368,Subcompact,2022
6,3,Rear-Wheel Drive,Premium,BMW,840i Convertible,Automatic,27.9623,40.8062,Subcompact,2022
6,3,All-Wheel Drive,Premium,BMW,840i xDrive Convertible,Automatic,25.626,38.4368,Subcompact,2022
4,2,All-Wheel Drive,Premium,Audi,A5 Coupe quattro,Automatic,30.8498,44.2667,Subcompact,2022
4,2,All-Wheel Drive,Premium,Audi,A5 Cabriolet quattro,Automatic,28.8,43.4,Subcompact,2022
6,2.9,4-Wheel Drive,Premium,Audi,RS 5 Coupe,Automatic,21.8,34.5,Subcompact,2022
4,2,All-Wheel Drive,Regular,Audi,TT Coupe quattro,Automatic,28.4557,42.0083,Subcompact,2022
6,3,4-Wheel Drive,Premium,Audi,S5 Coupe,Automatic,26.6615,39.7738,Subcompact,2022
6,3,4-Wheel Drive,Premium,Audi,S5 Cabriolet,Automatic,25.6,37.7,Subcompact,2022
4,2,All-Wheel Drive,Premium,BMW,430i xDrive Coupe,Automatic,30.097,47.4729,Subcompact,2022
4,2,All-Wheel Drive,Premium,BMW,430i xDrive Convertible,Automatic,30.097,47.4729,Subcompact,2022
6,3,Rear-Wheel Drive,Premium,BMW,M440i Coupe,Automatic,32.1889,48.8226,Subcompact,2022
6,3,Rear-Wheel Drive,Premium,BMW,M440i Convertible,Automatic,29.1941,44.5188,Subcompact,2022
6,3,Rear-Wheel Drive,Premium,BMW,M4 Coupe,Automatic,19.8955,32.4972,Subcompact,2022
6,3,Rear-Wheel Drive,Premium,BMW,M4 Competition Coupe,Automatic,20.182,32.0616,Subcompact,2022
6,3,All-Wheel Drive,Premium,BMW,M4 Competition M xDrive Convertible,Automatic,19.3569,31.7126,Subcompact,2022
4,2,All-Wheel Drive,Regular,Audi,A3 quattro,Automatic,35.4,50.5,Subcompact,2022
4,2,All-Wheel Drive,Premium,Audi,S3,Automatic,29.5,44.7,Subcompact,2022
4,2,All-Wheel Drive,Premium,Audi,TTS Coupe quattro,Automatic,29.7,40.7,Subcompact,2022
4,2,Front-Wheel Drive,Regular,Audi,A3,Automatic,36.9,54.2,Subcompact,2022
4,2,Rear-Wheel Drive,Premium,BMW,230i Coupe,Automatic,33.7,50.5,Subcompact,2022
6,3,All-Wheel Drive,Premium,BMW,M240i xDrive Coupe,Automatic,29.2076,46.8257,Subcompact,2022
4,2,Rear-Wheel Drive,Premium,BMW,430i Coupe,Automatic,32.0246,49.2015,Subcompact,2022
4,2,Rear-Wheel Drive,Premium,BMW,430i Convertible,Automatic,32.0246,49.2015,Subcompact,2022
6,3,All-Wheel Drive,Premium,BMW,M440i xDrive Coupe,Automatic,29.2053,45.3931,Subcompact,2022
6,3,All-Wheel Drive,Premium,BMW,M440i xDrive Convertible,Automatic,29.365,46.1247,Subcompact,2022
6,3,All-Wheel Drive,Premium,BMW,M4 Competition M xDrive Coupe,Automatic,20.055,31.2954,Subcompact,2022
4,2,All-Wheel Drive,Premium,Mercedes-Benz,A220 4matic,Automatic,31.9,50.3,Subcompact,2022
4,2,Front-Wheel Drive,Premium,Mercedes-Benz,A220,Automatic,31.3,51.8,Subcompact,2022
5,2.5,All-Wheel Drive,Premium,Audi,TT RS Coupe,Automatic,24.2,39.4,Subcompact,2022
4,2,All-Wheel Drive,Premium,Mercedes-Benz,AMG A35 4matic,Automatic,27.8,42.8,Subcompact,2022
6,3,Rear-Wheel Drive,Premium,Mercedes-Benz,E450 Coupe,Automatic,28,41.4,Subcompact,2022
6,3,4-Wheel Drive,Premium,Mercedes-Benz,E450 4matic Coupe,Automatic,27.3,42.2,Subcompact,2022
6,3,Rear-Wheel Drive,Premium,Mercedes-Benz,E450 Convertible,Automatic,28.1,40.9,Subcompact,2022
6,3,4-Wheel Drive,Premium,Mercedes-Benz,E450 4matic Convertible,Automatic,27.5,41.6,Subcompact,2022
6,3,4-Wheel Drive,Premium,Mercedes-Benz,AMG E53 4matic Plus Coupe,Automatic,25.5,39.7,Subcompact,2022
6,3,4-Wheel Drive,Premium,Mercedes-Benz,AMG E53 4matic Plus Convertible,Automatic,24.8,37.5,Subcompact,2022
4,2,All-Wheel Drive,Premium,Mercedes-Benz,C300 4matic Coupe,Automatic,28.1,44.5,Subcompact,2022
4,2,All-Wheel Drive,Premium,Mercedes-Benz,C300 4matic Convertible,Automatic,27.3,43.2,Subcompact,2022
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,C300 Convertible,Automatic,26.5,41.4,Subcompact,2022
6,3,All-Wheel Drive,Premium,Mercedes-Benz,AMG C43 4matic Coupe,Automatic,23.5,39.1,Subcompact,2022
6,3,All-Wheel Drive,Premium,Mercedes-Benz,AMG C43 4matic Convertible,Automatic,23.7,39.6,Subcompact,2022
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,C300 Coupe,Automatic,28.1,44.5,Subcompact,2022
0,0,All-Wheel Drive,Electricity,BMW,i4 M50 Gran Coupe (19 inch wheels),Automatic,126.1,131.3,Subcompact,2022
0,0,All-Wheel Drive,Electricity,BMW,i4 M50 Gran Coupe (20 inch wheels),Automatic,106.3,107.7,Subcompact,2022
0,0,Rear-Wheel Drive,Electricity,BMW,i4 eDrive40 Gran Coupe (18 inch wheels),Automatic,156.3,154.8,Subcompact,2022
0,0,Rear-Wheel Drive,Electricity,BMW,i4 eDrive40 Gran Coupe (19 inch wheels),Automatic,142.9,140.4,Subcompact,2022
8,4.4,All-Wheel Drive,Premium,BMW,M850i xDrive Coupe,Automatic,20.8455,33.2165,Subcompact,2023
8,4.4,All-Wheel Drive,Premium,BMW,M850i xDrive Convertible,Automatic,20.8215,33.217,Subcompact,2023
8,4.4,All-Wheel Drive,Premium,BMW,M8 Competition Coupe,Automatic,18.0803,29.9272,Subcompact,2023
8,4.4,All-Wheel Drive,Premium,BMW,M8 Competition Convertible,Automatic,18.0803,29.9272,Subcompact,2023
5,2.5,All-Wheel Drive,Premium,Audi,RS 3,Automatic,23.9,40.3,Subcompact,2022
6,3,Rear-Wheel Drive,Premium,BMW,840i Coupe,Automatic,26.414,40.9574,Subcompact,2023
6,3,All-Wheel Drive,Premium,BMW,840i xDrive Coupe,Automatic,26.2568,40.8102,Subcompact,2023
6,3,Rear-Wheel Drive,Premium,BMW,840i Convertible,Automatic,26.2872,40.7959,Subcompact,2023
6,3,All-Wheel Drive,Premium,BMW,840i xDrive Convertible,Automatic,26.2538,40.8062,Subcompact,2023
4,2,Front-Wheel Drive,Regular,Audi,A3,Automatic,36.9,53.4,Subcompact,2023
4,2,All-Wheel Drive,Regular,Audi,A3 quattro,Automatic,33.8,49.2,Subcompact,2023
4,2,All-Wheel Drive,Premium,Audi,S3,Automatic,29.1,44.1,Subcompact,2023
6,3,4-Wheel Drive,Premium,Audi,S5 Coupe,Automatic,26.6609,39.7856,Subcompact,2023
6,3,4-Wheel Drive,Premium,Audi,S5 Cabriolet,Automatic,25.6,37.7,Subcompact,2023
6,2.9,4-Wheel Drive,Premium,Audi,RS 5 Coupe,Automatic,22.0469,35.5447,Subcompact,2023
4,2,All-Wheel Drive,Regular,Audi,TT Coupe,Automatic,28.3551,41.888,Subcompact,2023
4,2,All-Wheel Drive,Premium,Audi,TTS Coupe,Automatic,29.7,40.7,Subcompact,2023
4,2,Rear-Wheel Drive,Premium,BMW,230i Coupe,Automatic,33.7,50.5,Subcompact,2023
4,2,All-Wheel Drive,Premium,BMW,230i xDrive Coupe,Automatic,31.548,49.6,Subcompact,2023
6,3,Rear-Wheel Drive,Premium,BMW,M240i Coupe,Automatic,28.5813,45.6206,Subcompact,2023
6,3,All-Wheel Drive,Premium,BMW,M240i xDrive Coupe,Automatic,29.0242,46.0932,Subcompact,2023
4,2,All-Wheel Drive,Premium,BMW,430i xDrive Coupe,Automatic,30.0164,47.8915,Subcompact,2023
4,2,All-Wheel Drive,Premium,BMW,430i xDrive Convertible,Automatic,30.0164,47.8915,Subcompact,2023
6,3,Rear-Wheel Drive,Premium,BMW,M440i Coupe,Automatic,30.9466,46.4009,Subcompact,2023
6,3,All-Wheel Drive,Premium,BMW,M440i xDrive Coupe,Automatic,27.9472,44.6001,Subcompact,2023
6,3,Rear-Wheel Drive,Premium,BMW,M440i Convertible,Automatic,29.223,44.4948,Subcompact,2023
6,3,All-Wheel Drive,Premium,BMW,M440i xDrive Convertible,Automatic,28.2779,43.89,Subcompact,2023
6,3,Rear-Wheel Drive,Premium,BMW,M4 Coupe,Automatic,19.8955,32.4972,Subcompact,2023
6,3,Rear-Wheel Drive,Premium,BMW,M4 Competition Coupe,Automatic,20.182,32.0616,Subcompact,2023
6,3,All-Wheel Drive,Premium,BMW,M4 Competition M xDrive Coupe,Automatic,20.055,31.2954,Subcompact,2023
6,3,All-Wheel Drive,Premium,BMW,M4 Competition M xDrive Convertible,Automatic,19.3569,31.7126,Subcompact,2023
4,2,Rear-Wheel Drive,Premium,BMW,430i Coupe,Automatic,31.876,48.9726,Subcompact,2023
4,2,Rear-Wheel Drive,Premium,BMW,430i Convertible,Automatic,31.876,48.9726,Subcompact,2023
4,2,All-Wheel Drive,Premium,Audi,A5 Coupe quattro,Automatic,31.2409,45.2772,Subcompact,2023
4,2,All-Wheel Drive,Premium,Audi,A5 Cabriolet quattro,Automatic,30.1,43.9,Subcompact,2023
6,3,Rear-Wheel Drive,Premium,BMW,M4 CSL Coupe,Automatic,19.4586,31.8215,Subcompact,2023
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,C300 Coupe,Automatic,28.1,44.5,Subcompact,2023
4,2,All-Wheel Drive,Premium,Mercedes-Benz,C300 4matic Coupe,Automatic,28.1,44.5,Subcompact,2023
4,2,All-Wheel Drive,Premium,Mercedes-Benz,C300 4matic Convertible,Automatic,27.3,43.2,Subcompact,2023
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,C300 Convertible,Automatic,26.5,41.4,Subcompact,2023
0,0,All-Wheel Drive,Electricity,BMW,i4 M50 Gran Coupe (19 inch wheels),Automatic,126.1,131.4,Subcompact,2023
0,0,All-Wheel Drive,Electricity,BMW,i4 M50 Gran Coupe (20 inch wheels),Automatic,106.3,107.7,Subcompact,2023
0,0,Rear-Wheel Drive,Electricity,BMW,i4 eDrive40 Gran Coupe (18 inch wheels),Automatic,156.3,154.8,Subcompact,2023
6,3,Rear-Wheel Drive,Premium,Mercedes-Benz,E450 Coupe,Automatic,28.8,42.5991,Subcompact,2023
6,3,All-Wheel Drive,Premium,Mercedes-Benz,E450 4matic Coupe,Automatic,27.3,42.2,Subcompact,2023
6,3,All-Wheel Drive,Premium,Mercedes-Benz,E450 4matic Convertible,Automatic,27.5,41.6,Subcompact,2023
6,3,Rear-Wheel Drive,Premium,BMW,M2 Coupe,Automatic,20.398,33,Subcompact,2023
6,3,Rear-Wheel Drive,Premium,BMW,M2 Coupe,Automatic,19.9784,31.7372,Subcompact,2023
6,3,All-Wheel Drive,Premium,Mercedes-Benz,AMG C43 4matic Coupe,Automatic,22.9,38.5,Subcompact,2023
6,3,All-Wheel Drive,Premium,Mercedes-Benz,AMG E53 4matic Plus Coupe,Automatic,25.9476,39.199,Subcompact,2023
6,3,All-Wheel Drive,Premium,Mercedes-Benz,AMG E53 4matic Plus Convertible,Automatic,25.6499,38.2997,Subcompact,2023
6,3,Rear-Wheel Drive,Premium,Mercedes-Benz,E450 Convertible,Automatic,28.0968,41.0998,Subcompact,2023
6,3,All-Wheel Drive,Premium,Mercedes-Benz,AMG C43 4matic Convertible,Automatic,22.9,39.1,Subcompact,2023
8,4,Rear-Wheel Drive,Premium,Mercedes-Benz,AMG C63 S Convertible,Automatic,20.3,34.3,Subcompact,2023
8,4,Rear-Wheel Drive,Premium,Mercedes-Benz,AMG C63 S Coupe,Automatic,20.3,34.3,Subcompact,2023
4,2,Rear-Wheel Drive,Premium,BMW,430i Coupe,Automatic,32.0715,49.0233,Subcompact,2024
4,2,All-Wheel Drive,Premium,BMW,430i xDrive Coupe,Automatic,30.0376,47.9891,Subcompact,2024
4,2,Rear-Wheel Drive,Premium,BMW,430i Convertible,Automatic,32.0715,49.0233,Subcompact,2024
4,2,All-Wheel Drive,Premium,BMW,430i xDrive Convertible,Automatic,30.0376,47.9891,Subcompact,2024
